cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cCO_LOFEMI_NU_1014a,cCO_LOFEMI_NU_1519a,cCO_LOFEMI_NU_2024a,cCO_LOFEMI_NU_2599a,cCO_LOFEMI_UR_1014a,cCO_LOFEMI_UR_1519a,cCO_LOFEMI_UR_2024a,cCO_LOFEMI_UR_2599a,cCO_LOFEMI_PDV_1014a,cCO_LOFEMI_PDV_1519a,cCO_LOFEMI_PDV_2024a,cCO_LOFEMI_PDV_2599a,cCO_OVMIC_NU_1014a,cCO_OVMIC_NU_1519a,cCO_OVMIC_NU_2024a,cCO_OVMIC_NU_2599a,cCO_OVMIC_UR_1014a,cCO_OVMIC_UR_1519a,cCO_OVMIC_UR_2024a,cCO_OVMIC_UR_2599a,cCO_OVMIC_PDV_1014a,cCO_OVMIC_PDV_1519a,cCO_OVMIC_PDV_2024a,cCO_OVMIC_PDV_2599a,cCI_DEPO_NU_1014a,cCI_DEPO_NU_1519a,cCI_DEPO_NU_2024a,cCI_DEPO_NU_2599a,cCI_DEPO_UR_1014a,cCI_DEPO_UR_1519a,cCI_DEPO_UR_2024a,cCI_DEPO_UR_2599a,cCI_DEPO_PDV_1014a,cCI_DEPO_PDV_1519a,cCI_DEPO_PDV_2024a,cCI_DEPO_PDV_2599a,cCI_MEG_NU_1014a,cCI_MEG_NU_1519a,cCI_MEG_NU_2024a,cCI_MEG_NU_2599a,cCI_MEG_UR_1014a,cCI_MEG_UR_1519a,cCI_MEG_UR_2024a,cCI_MEG_UR_2599a,cCI_MEG_PDV_1014a,cCI_MEG_PDV_1519a,cCI_MEG_PDV_2024a,cCI_MEG_PDV_2599a,cSPV_CONC_NU_1014a,cSPV_CONC_NU_1519a,cSPV_CONC_NU_2024a,cSPV_CONC_NU_2599a,cSPV_CONC_UR_1014a,cSPV_CONC_UR_1519a,cSPV_CONC_UR_2024a,cSPV_CONC_UR_2599a,cSPV_CONC_PDV_1014a,cSPV_CONC_PDV_1519a,cSPV_CONC_PDV_2024a,cSPV_CONC_PDV_2599a,cBAR_M_NU_1014a,cBAR_M_NU_1519a,cBAR_M_NU_2024a,cBAR_M_NU_2599a,cBAR_M_UR_1014a,cBAR_M_UR_1519a,cBAR_M_UR_2024a,cBAR_M_UR_2599a,cBAR_M_PDV_1014a,cBAR_M_PDV_1519a,cBAR_M_PDV_2024a,cBAR_M_PDV_2599a,cBAR_F_NU_1014a,cBAR_F_NU_1519a,cBAR_F_NU_2024a,cBAR_F_NU_2599a,cBAR_F_UR_1014a,cBAR_F_UR_1519a,cBAR_F_UR_2024a,cBAR_F_UR_2599a,cBAR_F_PDV_1014a,cBAR_F_PDV_1519a,cBAR_F_PDV_2024a,cBAR_F_PDV_2599a,cBAR_DIU_NU_1014a,cBAR_DIU_NU_1519a,cBAR_DIU_NU_2024a,cBAR_DIU_NU_2599a,cBAR_DIU_UR_1014a,cBAR_DIU_UR_1519a,cBAR_DIU_UR_2024a,cBAR_DIU_UR_2599a,cBAR_DIU_PDV_1014a,cBAR_DIU_PDV_1519a,cBAR_DIU_PDV_2024a,cBAR_DIU_PDV_2599a,cIPLT_IPLN_NU_1014a,cIPLT_IPLN_NU_1519a,cIPLT_IPLN_NU_2024a,cIPLT_IPLN_NU_2599a,cIPLT_IPLN_UR_1014a,cIPLT_IPLN_UR_1519a,cIPLT_IPLN_UR_2024a,cIPLT_IPLN_UR_2599a,cIPLT_IPLN_PDV_1014a,cIPLT_IPLN_PDV_1519a,cIPLT_IPLN_PDV_2024a,cIPLT_IPLN_PDV_2599a,cNAT_COCY_NU_1014a,cNAT_COCY_NU_1519a,cNAT_COCY_NU_2024a,cNAT_COCY_NU_2599a,cNAT_COCY_UR_1014a,cNAT_COCY_UR_1519a,cNAT_COCY_UR_2024a,cNAT_COCY_UR_2599a,cNAT_COCY_PDV_1014a,cNAT_COCY_PDV_1519a,cNAT_COCY_PDV_2024a,cNAT_COCY_PDV_2599a,cNAT_MAMA_NU_1014a,cNAT_MAMA_NU_1519a,cNAT_MAMA_NU_2024a,cNAT_MAMA_NU_2599a,cNAT_MAMA_UR_1014a,cNAT_MAMA_UR_1519a,cNAT_MAMA_UR_2024a,cNAT_MAMA_UR_2599a,cNAT_MAMA_PDV_1014a,cNAT_MAMA_PDV_1519a,cNAT_MAMA_PDV_2024a,cNAT_MAMA_PDV_2599a,cNAT_PFN_NU_1014a,cNAT_PFN_NU_1519a,cNAT_PFN_NU_2024a,cNAT_PFN_NU_2599a,cNAT_PFN_UR_1014a,cNAT_PFN_UR_1519a,cNAT_PFN_UR_2024a,cNAT_PFN_UR_2599a,cNAT_PFN_PDV_1014a,cNAT_PFN_PDV_1519a,cNAT_PFN_PDV_2024a,cNAT_PFN_PDV_2599a,cCCV_LST_NU_1014a,cCCV_LST_NU_1519a,cCCV_LST_NU_2024a,cCCV_LST_NU_2599a,cCCV_LST_UR_1014a,cCCV_LST_UR_1519a,cCCV_LST_UR_2024a,cCCV_LST_UR_2599a,cCCV_LST_PDV_1014a,cCCV_LST_PDV_1519a,cCCV_LST_PDV_2024a,cCCV_LST_PDV_2599a,cCCV_VAS_NU_1014a,cCCV_VAS_NU_1519a,cCCV_VAS_NU_2024a,cCCV_VAS_NU_2599a,cCCV_VAS_UR_1014a,cCCV_VAS_UR_1519a,cCCV_VAS_UR_2024a,cCCV_VAS_UR_2599a,cCCV_VAS_PDV_1014a,cCCV_VAS_PDV_1519a,cCCV_VAS_PDV_2024a,cCCV_VAS_PDV_2599a,cPF_TOT_NU_1014a,cPF_TOT_NU_1519a,cPF_TOT_NU_2024a,cPF_TOT_NU_2599a,cPF_TOT_NU,cPF_TOT_UR_1014a,cPF_TOT_UR_1519a,cPF_TOT_UR_2024a,cPF_TOT_UR_2599a,cPF_TOT_UR,cPF_TOT_PDV_1014a,cPF_TOT_PDV_1519a,cPF_TOT_PDV_2024a,cPF_TOT_PDV_2599a,cPF_TOT_PDV
2017,510701,510743033,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,510701,510743033,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,510701,510743033,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,510701,510743033,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,510716,510741031,1,21,,,1,1,,,4,11,,,,,,,,,,2,3,5,,,,,,,1,2,,15,28,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,6,,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,9,14,,24,40,80,144,,,,,
2017,510716,510741031,2,21,,,,,,,5,10,,,,2,,,,,,2,3,5,,,,,,3,2,1,,13,0,45,,1,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,,7,5,7,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,4,16,,22,13,67,102,,4,5,14,23
2017,510716,510741031,3,21,,,,,,,5,10,,,,,,,,,,2,3,5,,,,,,1,,1,,19,20,41,,3,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,6,7,,9,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,8,16,,30,35,62,127,,3,4,15,22
2017,510716,510741031,4,21,,,,2,,,5,10,,,,,,,,1,,2,3,5,,,,,,1,,1,,21,24,68,,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,8,,5,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,12,16,,28,41,93,162,,4,3,7,14
2017,510716,510741031,5,21,,,,,,,4,12,,,1,,,,,,,2,3,3,,,,2,,2,1,1,,15,16,42,,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,3,,1,,3,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,10,,20,30,68,118,,4,3,5,12
2017,510716,510741031,6,21,,,,,,,4,11,,,,1,,,,,,2,3,3,,,,,,,,2,,14,16,59,,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,3,,,,,,,,,,,,,,,,,,2,,4,,1,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,7,10,0,17,27,84,128,,7,4,4,15
2017,510716,510741031,7,21,,,,,,,4,11,,,,,,,,,,2,3,3,,,,,,4,2,3,,15,15,47,,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,20,,18,25,68,111,,2,5,4,11
2017,510716,510741031,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,22,18,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,7,5,22,18,51,96,,,,,
2017,510716,510741031,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,21,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,21,54,103,,,,,
2017,510717,510741022,1,21,,,,,,11,4,9,,3,,,,,,,,,1,,,,,,,3,,4,,71,118,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,101,,,,,,,,,,35,80,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,3,,4,7,,118,221,295,634,,3,,,3
2017,510717,510741022,2,21,,,,,,11,4,6,,,,3,,,,,,,1,,,,,,,12,7,1,,83,123,45,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,101,,,,,,,,1,,35,80,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,12,7,2,21,,130,226,292,648,,,2,4,6
2017,510717,510741022,3,21,,,,,,11,4,4,,,,2,,,,,,,,,,,1,,,6,23,3,,89,146,47,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,101,,,,,,,,,,35,30,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,6,23,3,32,,136,198,292,626,,,1,3,4
2017,510717,510741022,4,21,,,,,,11,4,,,,,4,,,,,,,,,,,,,,5,6,3,,94,151,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,101,,,,,,,,,,35,80,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,5,6,3,14,,141,253,290,684,,,1,5,6
2017,510717,510741022,5,21,,,2,,,11,6,,,,,,,,,,,,,,,,,,,7,1,3,,100,152,49,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,101,,,,,,,,,,35,80,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,7,3,3,13,,147,256,290,693,,1,,,1
2017,510717,510741022,6,21,,1,,,,12,6,,,,,,,,,,,,,,,,,,,2,,,,102,152,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,35,80,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,3,,1,4,,149,238,230,617,,,,,
2017,510717,510741022,7,21,,,,,,12,6,,,,,,,,,,,,,,,,,,,2,1,,,104,153,47,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,101,,,,,,,,,,35,80,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,2,1,,3,,152,257,289,698,,,,2,2
2017,510717,510741022,8,21,,,,,,12,6,,,,,,,,,,,,,,,,,,,,4,1,,104,157,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,18,104,,,,,,,2,,,35,82,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,6,4,10,0,152,263,293,708,,,,,
2017,510717,510741022,9,21,,,,3,,12,6,3,,,,,,,,,,,,,,,,,,2,5,2,,106,161,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,104,,,,,,,,,,35,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,2,5,5,12,,154,268,297,719,,,1,1,2
2017,510717,510741022,10,21,,,,,,12,6,3,,,,,,,,,,,,,,,,,,,5,,,106,166,48,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,104,,,,,,,,2,,31,83,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,5,2,,,150,273,298,721,,,,1,1
2017,510717,510741022,11,21,,,,,,12,6,3,,3,3,1,,,,,,,,,,,,,,,,,,106,166,48,,30,36,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,18,104,,,,,,,,,,31,83,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,1,1,,150,273,298,721,,33,39,41,113
2017,510717,510741022,12,21,,,,,,12,6,3,,,3,1,,,,,,,,,,,,,,,,,,106,166,48,,34,55,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,18,106,,,,,,,,,,31,83,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,2,2,,150,273,300,723,,34,58,14,106
2017,520102,520143005,1,21,,,,,,,7,10,,,,,,,,,,,,,,,,,,1,,,,6,35,140,,,1,7,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,21,,,,,,,,,,2,24,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,9,71,262,342,,,1,7,8
2017,520102,520143005,2,21,,,,,,2,2,12,,,,5,,,,,,,,,,,,,,,,,,6,36,145,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,18,,,,,,,,,,2,16,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,59,258,328,,,1,9,10
2017,520102,520143005,3,21,,,,,,,4,12,,1,1,2,,,,,,,,,,,,,,,,,,4,22,157,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,18,,,,,,,,,,2,16,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,47,270,324,,1,2,4,7
2017,520102,520143005,4,21,,,,,,1,4,9,,,,,,,,,,,,,,,,,,,,,,2,23,165,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,18,,,,,,,,1,,2,16,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,6,48,279,333,,,4,8,12
2017,520102,520143005,5,21,,,,,,,5,15,,,2,,,,,,,,,,,,,,,1,,,,3,21,155,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,18,,,,,,,,,,1,16,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,5,47,276,328,,,3,6,9
2017,520102,520143005,6,21,,,,,,,1,19,,,1,4,,,,,,,,,,,,,,,,,,4,20,151,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,17,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,7,38,259,304,,,2,10,12
2017,520102,520143005,7,21,,,,,,1,1,12,,,,,,,,,,,,,,,,,,,,,,4,20,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,18,,,,,,,1,,,3,15,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,9,41,263,313,,,,,
2017,520102,520143005,8,21,,,,,,1,2,11,,,,3,,,,,,,,,,,,,,,,,,2,23,56,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,18,,,,,,,,,,3,19,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,49,175,231,,1,2,5,8
2017,520102,520143005,9,21,,,,,,1,3,12,,,,,,,,,,,,,,,,,,,,1,,2,23,56,,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,,,,,,,3,12,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,6,43,178,227,,1,2,6,9
2017,520102,520143005,10,21,,,,,,1,4,19,,,,2,,,,,,,,,,,,,,,1,,,2,24,162,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,,,,,,,5,19,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,8,52,292,352,,,1,6,7
2017,520102,520143005,11,21,,,,,,1,3,16,,,,1,,,,,,,,,,,,,,,,,,2,21,165,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,,,,,,,5,19,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,48,297,353,,1,5,6,12
2017,520102,520143005,12,21,,,,,,1,3,9,,,,4,,,,,,,,,,,,,,,,,,4,19,170,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,,,,,,,3,20,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,47,296,351,,,2,7,9
2017,520102,520152007,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,,,,,
2017,520102,520152007,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,,,,,
2017,520102,520152007,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,,,,,
2017,520102,520152007,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
2017,520102,520152007,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,520102,520152007,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,520102,520152007,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,520102,520152007,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,520102,520152007,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,520102,520152007,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,520102,520152007,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,520102,520152007,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,520122,520141011,1,21,,1,3,2,,27,37,26,,,2,2,,,,,,,,,,,,,,2,2,2,,89,141,301,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,18,37,77,,,,,,,,,,,,,,,,,,1,4,3,,15,53,65,,2,5,5,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,4,9,7,20,,149,268,509,926,,3,8,10,21
